ags,t,f,wi,wa,wn,pwi,pwa,pwn
07137101,1461,746,162,98,64,11.1,6.7,4.4
07131073,832,407,87,57,30,10.5,6.9,3.6
07336099,723,367,57,41,16,7.9,5.7,2.2
07135001,840,455,66,37,29,7.9,4.4,3.5
07232282,589,287,63,44,19,10.7,7.5,3.2
07235027,366,164,46,37,9,12.6,10.1,2.5
07231064,148,76,16,7,9,10.8,4.7,6.1
07231092,2300,1162,264,177,87,11.5,7.7,3.8
07231006,438,222,59,35,24,13.5,8,5.5
07232044,253,128,27,20,7,10.7,7.9,2.8
07336096,864,428,82,58,24,9.5,6.7,2.8
07140067,3891,1968,450,291,159,11.6,7.5,4.1
07232208,236,114,36,22,14,15.3,9.3,5.9
03454058,1082,514,120,86,34,11.1,7.9,3.1
03458015,573,267,68,41,27,11.9,7.2,4.7
16061103,394,205,20,11,9,5.1,2.8,2.3
05962040,53485,27247,5580,3977,1603,10.4,7.4,3
03459018,2504,1235,285,202,83,11.4,8.1,3.3
06434008,45723,23587,3404,2158,1246,7.4,4.7,2.7
03453002,7725,3782,956,613,343,12.4,7.9,4.4
05122000,158726,81778,15546,10121,5425,9.8,6.4,3.4
05154048,6709,3382,636,467,169,9.5,7,2.5
05554024,8505,4190,1218,856,362,14.3,10.1,4.3
05566060,13743,6835,1806,1297,509,13.1,9.4,3.7
05766004,9828,4754,883,586,297,9,6,3
13072018,551,259,19,10,9,3.4,1.8,1.6
08125078,6303,3137,595,336,259,9.4,5.3,4.1
13076159,5103,2515,301,188,113,5.9,3.7,2.2
03255021,401,205,32,24,8,8,6,2
09573127,13789,7246,1086,657,429,7.9,4.8,3.1
03255003,5597,2873,489,344,145,8.7,6.1,2.6
08216023,4927,2456,610,359,251,12.4,7.3,5.1
08317152,4963,2409,527,264,263,10.6,5.3,5.3
06440010,3032,1507,307,224,83,10.1,7.4,2.7
09376112,891,424,82,54,28,9.2,6.1,3.1
03459020,13475,6862,1559,1037,522,11.6,7.7,3.9
03251005,6292,3126,702,448,254,11.2,7.1,4
05158004,44086,23032,4349,2959,1390,9.9,6.7,3.2
15085055,20294,10495,887,673,214,4.4,3.3,1.1
03454023,525,238,79,51,28,15,9.7,5.3
03153016,6803,3303,614,435,179,9,6.4,2.6
13072087,2680,1346,123,85,38,4.6,3.2,1.4
07232207,320,145,38,25,13,11.9,7.8,4.1
05966004,24676,12177,2722,1843,879,11,7.5,3.6
07232238,109,56,14,11,3,12.8,10.1,2.8
05370004,43350,22180,4386,3058,1328,10.1,7.1,3.1
07232206,1204,587,161,110,51,13.4,9.1,4.2
07232068,115,54,10,7,3,8.7,6.1,2.6
07232277,38,18,7,4,3,18.4,10.5,7.9
07232091,253,120,33,22,11,13,8.7,4.3
07232048,121,65,20,14,6,16.5,11.6,5
07232041,36,20,19,14,5,52.8,38.9,13.9
07232030,397,202,40,32,8,10.1,8.1,2
07232011,90,41,14,11,3,15.6,12.2,3.3
07235025,397,185,40,27,13,10.1,6.8,3.3
03254038,439,215,54,36,18,12.3,8.2,4.1
03254026,12143,6178,918,601,317,7.6,4.9,2.6
03458003,6212,3082,720,434,286,11.6,7,4.6
03256020,922,459,71,47,24,7.7,5.1,2.6
03256016,2338,1149,231,165,66,9.9,7.1,2.8
03451004,21827,11070,2365,1564,801,10.8,7.2,3.7
03251021,2145,1034,236,149,87,11,6.9,4.1
07232332,397,192,54,33,21,13.6,8.3,5.3
08118019,19450,9933,1674,1022,652,8.6,5.3,3.4
03357033,2266,1128,238,160,78,10.5,7.1,3.4
05370028,24377,12107,2594,1932,662,10.6,7.9,2.7
05562024,83926,42638,7707,5980,1727,9.2,7.1,2.1
03251001,832,436,93,66,27,11.2,7.9,3.2
13074090,1357,639,66,40,26,4.9,2.9,1.9
03251047,30388,15491,3075,1936,1139,10.1,6.4,3.7
03251003,1134,552,150,98,52,13.2,8.6,4.6
05978016,17085,8775,1564,1130,434,9.2,6.6,2.5
12061192,2253,1147,90,66,24,4,2.9,1.1
09671141,2237,1064,248,177,71,11.1,7.9,3.2
09675144,2202,1097,218,127,91,9.9,5.8,4.1
09672143,1118,543,114,83,31,10.2,7.4,2.8
08126060,4002,1947,427,227,200,10.7,5.7,5
06534015,3429,1699,300,219,81,8.7,6.4,2.4
06534007,11584,5843,1246,835,411,10.8,7.2,3.5
06440021,6856,3436,586,371,215,8.5,5.4,3.1
05154024,13854,6970,1775,1291,484,12.8,9.3,3.5
06635014,3029,1478,312,219,93,10.3,7.2,3.1
06533019,4419,2252,457,294,163,10.3,6.7,3.7
07143285,966,473,113,78,35,11.7,8.1,3.6
09679136,6235,3182,644,438,206,10.3,7,3.3
16066048,266,135,18,13,5,6.8,4.9,1.9
06631001,3271,1704,289,202,87,8.8,6.2,2.7
07338008,2591,1294,203,137,66,7.8,5.3,2.5
06431003,8910,4385,742,547,195,8.3,6.1,2.2
07331007,1667,813,156,106,50,9.4,6.4,3
06431017,9972,5042,1079,707,372,10.8,7.1,3.7
08226036,9100,4685,740,453,287,8.1,5,3.2
06437006,13401,6898,1418,966,452,10.6,7.2,3.4
07332033,883,443,84,57,27,9.5,6.5,3.1
06436005,26908,13508,2290,1414,876,8.5,5.3,3.3
07339028,632,305,56,37,19,8.9,5.9,3
07334036,2247,1077,211,141,70,9.4,6.3,3.1
06432002,16728,8271,1613,1037,576,9.6,6.2,3.4
06432007,2627,1309,254,148,106,9.7,5.6,4
08226028,11199,5812,1039,680,359,9.3,6.1,3.2
09678123,7308,3695,570,371,199,7.8,5.1,2.7
09676156,1785,895,201,125,76,11.3,7,4.3
09676136,4788,2359,589,378,211,12.3,7.9,4.4
09671127,2204,1094,267,177,90,12.1,8,4.1
09671156,4034,1991,444,265,179,11,6.6,4.4
09571111,979,473,129,87,42,13.2,8.9,4.3
09671114,7968,4060,747,482,265,9.4,6,3.3
,,,,,,,,
06434002,25092,12795,2090,1322,768,8.3,5.3,3.1
06531009,11494,5839,1122,726,396,9.8,6.3,3.4
01060039,27705,13864,2647,1686,961,9.6,6.1,3.5
06435003,8384,4144,862,596,266,10.3,7.1,3.2
09675141,20756,10669,2164,1325,839,10.4,6.4,4
,,,,,,,,
01061015,740,355,72,50,22,9.7,6.8,3
08225024,2747,1397,310,203,107,11.3,7.4,3.9
09679146,3642,1820,366,245,121,10,6.7,3.3
,,,,,,,,
09672142,1093,540,102,72,30,9.3,6.6,2.7
15089015,27793,14353,1423,1161,262,5.1,4.2,0.9
08336043,2455,1253,203,151,52,8.3,6.2,2.1
03241014,23752,12003,2055,1343,712,8.7,5.7,3
06435005,5137,2626,501,346,155,9.8,6.7,3
07143244,176,86,19,13,6,10.8,7.4,3.4
06440003,33020,17070,2743,1737,1006,8.3,5.3,3
06534013,5465,2741,577,376,201,10.6,6.9,3.7
06534011,16294,8256,1451,955,496,8.9,5.9,3
06534010,12166,6135,1255,852,403,10.3,7,3.3
06534021,8959,4433,804,525,279,9,5.9,3.1
06534017,4469,2274,372,252,120,8.3,5.6,2.7
06534006,6799,3412,574,379,195,8.4,5.6,2.9
06431006,6281,3126,579,368,211,9.2,5.9,3.4
07331006,1838,910,185,126,59,10.1,6.9,3.2
12062124,8186,4187,394,291,103,4.8,3.6,1.3
07337020,6719,3375,722,460,262,10.7,6.8,3.9
06432020,12250,6170,1144,787,357,9.3,6.4,2.9
06437001,9544,4910,925,629,296,9.7,6.6,3.1
07339066,309,162,31,19,12,10,6.1,3.9
08226012,12504,6533,1190,821,369,9.5,6.6,3
07339060,2871,1475,277,187,90,9.6,6.5,3.1
09271118,888,429,95,63,32,10.7,7.1,3.6
05554012,42272,21469,5319,3659,1660,12.6,8.7,3.9
06532022,4822,2358,456,294,162,9.5,6.1,3.4
06532009,10111,4933,1118,802,316,11.1,7.9,3.1
09678168,4364,2178,347,232,115,8,5.3,2.6
09675167,1059,525,107,61,46,10.1,5.8,4.3
09677172,1003,502,98,72,26,9.8,7.2,2.6
06437008,640,321,70,39,31,10.9,6.1,4.8
09678175,1809,909,169,115,54,9.3,6.4,3
08126056,3700,1758,469,269,200,12.7,7.3,5.4
06532016,5862,2928,552,377,175,9.4,6.4,3
06532021,13456,6765,1324,887,437,9.8,6.6,3.2
09763000,66947,33841,7535,4247,3288,11.3,6.3,4.9
07337501,7083,3586,643,465,178,9.1,6.6,2.5
09676119,2545,1260,329,204,125,12.9,8,4.9
09676112,3984,2020,425,282,143,10.7,7.1,3.6
09676135,1424,713,149,94,55,10.5,6.6,3.9
01060098,465,227,46,33,13,9.9,7.1,2.8
03451005,22027,11178,2138,1412,726,9.7,6.4,3.3
06634006,3063,1502,254,167,87,8.3,5.5,2.8
16063007,4300,2124,223,165,58,5.2,3.8,1.3
06440020,5077,2553,534,364,170,10.5,7.2,3.3
,,,,,,,,
09673182,620,308,39,31,8,6.3,5,1.3
03355034,1413,710,145,105,40,10.3,7.4,2.8
16063072,2427,1189,116,76,40,4.8,3.1,1.6
06435024,3406,1733,306,196,110,9,5.8,3.2
16063093,424,222,39,31,8,9.2,7.3,1.9
06434004,5278,2587,458,313,145,8.7,5.9,2.7
06531007,7501,3815,771,554,217,10.3,7.4,2.9
06531013,10029,5026,954,627,327,9.5,6.3,3.3
06432018,24548,12438,2459,1549,910,10,6.3,3.7
08226020,2645,1304,264,182,82,10,6.9,3.1
07339059,1071,537,109,73,36,10.2,6.8,3.4
07332035,3430,1743,354,254,100,10.3,7.4,2.9
06432015,14076,7155,1385,892,493,9.8,6.3,3.5
06433010,15636,7827,1439,830,609,9.2,5.3,3.9
08226013,14751,7669,1290,837,453,8.7,5.7,3.1
15091391,9288,4633,493,370,123,5.3,4,1.3
09675174,8721,4410,957,639,318,11,7.3,3.6
09575155,693,333,82,53,29,11.8,7.6,4.2
09675150,1067,503,115,72,43,10.8,6.7,4
,,,,,,,,
08128006,2246,1124,271,157,114,12.1,7,5.1
09679144,2610,1280,323,224,99,12.4,8.6,3.8
09677132,1179,583,115,84,31,9.8,7.1,2.6
09677131,10069,5053,971,662,309,9.6,6.6,3.1
09677193,1344,666,153,85,68,11.4,6.3,5.1
06437011,16642,8249,1810,1193,617,10.9,7.2,3.7
09779178,2562,1199,209,119,90,8.2,4.6,3.5
08235079,9876,4950,1065,625,440,10.8,6.3,4.5
05970044,20512,10306,2522,1750,772,12.3,8.5,3.8
06534004,13685,6904,1371,946,425,10,6.9,3.1
12069028,1235,624,61,41,20,4.9,3.3,1.6
06532011,19199,9701,2098,1517,581,10.9,7.9,3
16066052,514,262,28,22,6,5.4,4.3,1.2
16066053,470,238,25,13,12,5.3,2.8,2.6
12062177,957,470,47,36,11,4.9,3.8,1.1
06634027,3898,2009,399,257,142,10.2,6.6,3.6
15091375,46475,24000,2410,1854,556,5.2,4,1.2
06634020,2242,1138,191,126,65,8.5,5.6,2.9
16066024,1121,548,87,66,21,7.8,5.9,1.9
08115048,8590,4353,913,547,366,10.6,6.4,4.3
06632019,4527,2245,459,327,132,10.1,7.2,2.9
16066025,321,145,15,11,4,4.7,3.4,1.2
12062453,1565,770,75,60,15,4.8,3.8,1
03156017,8638,4319,734,517,217,8.5,6,2.5
03255018,896,457,62,43,19,6.9,4.8,2.1
03241009,40939,21213,3476,2247,1229,8.5,5.5,3
06632010,3114,1533,324,248,76,10.4,8,2.4
08127047,1790,872,201,131,70,11.2,7.3,3.9
09676169,4699,2377,439,262,177,9.3,5.6,3.8
09672122,1498,757,137,94,43,9.1,6.3,2.9
08225082,2118,1056,222,152,70,10.5,7.2,3.3
09678160,7871,3966,734,452,282,9.3,5.7,3.6
07140144,7759,4020,932,597,335,12,7.7,4.3
06634016,3162,1569,273,205,68,8.6,6.5,2.2
06634022,17861,8837,1399,971,428,7.8,5.4,2.4
09779169,3833,1660,373,258,115,9.7,6.7,3
06412000,732688,370173,58582,35867,22715,8,4.9,3.1
13076082,2203,1090,123,91,32,5.6,4.1,1.5
12070348,461,230,19,16,3,4.1,3.5,0.7
12071060,550,271,24,16,8,4.4,2.9,1.5
12060198,9908,4935,454,336,118,4.6,3.4,1.2
12069485,820,379,45,34,11,5.5,4.1,1.3
06634013,3964,1971,332,212,120,8.4,5.3,3
16061094,237,111,25,17,8,10.5,7.2,3.4
09673183,1298,656,118,81,37,9.1,6.2,2.9
13075147,716,335,29,22,7,4.1,3.1,1
06636011,7629,3789,677,518,159,8.9,6.8,2.1
16061114,2497,1243,181,107,74,7.2,4.3,3
16077002,1013,494,61,41,20,6,4,2
05966016,11854,5838,1522,1007,515,12.8,8.5,4.3
05378016,27937,14469,2378,1662,716,8.5,5.9,2.6
09676117,2470,1205,291,204,87,11.8,8.3,3.5
09575130,648,307,72,43,29,11.1,6.6,4.5
09675113,1256,598,133,81,52,10.6,6.4,4.1
,,,,,,,,
09677165,1167,594,124,82,42,10.6,7,3.6
09662000,51969,26809,5148,3399,1749,9.9,6.5,3.4
09678132,2967,1471,236,134,102,8,4.5,3.4
09677151,3819,1922,432,253,179,11.3,6.6,4.7
09671157,2041,991,216,129,87,10.6,6.3,4.3
09676134,6112,3072,612,377,235,10,6.2,3.8
09677186,2187,1068,178,131,47,8.1,6,2.1
09677133,1395,676,144,93,51,10.3,6.7,3.7
,,,,,,,,
,,,,,,,,
05911000,364742,187315,32256,24052,8204,8.8,6.6,2.2
06534018,21861,10977,1813,1264,549,8.3,5.8,2.5
03252005,9876,5062,868,572,296,8.8,5.8,3
06440016,17299,8636,1663,1152,511,9.6,6.7,3
06435012,14633,7469,1427,933,494,9.8,6.4,3.4
01053016,154,76,12,8,4,7.8,5.2,2.6
06632013,2678,1365,211,157,54,7.9,5.9,2
06632020,4946,2504,372,263,109,7.5,5.3,2.2
06634005,14428,7328,1380,969,411,9.6,6.7,2.8
06634007,9532,4818,773,513,260,8.1,5.4,2.7
01061054,221,112,34,25,9,15.4,11.3,4.1
09777153,3541,1824,474,263,211,13.4,7.4,6
15089245,1326,667,51,37,14,3.8,2.8,1.1
01053057,211,106,25,19,6,11.8,9,2.8
06535006,2375,1163,249,171,78,10.5,7.2,3.3
16063016,350,158,28,22,6,8,6.3,1.7
06431015,5086,2566,539,369,170,10.6,7.3,3.3
07338011,3042,1504,331,193,138,10.9,6.3,4.5
07339013,947,484,102,69,33,10.8,7.3,3.5
06432016,15029,7631,1403,897,506,9.3,6,3.4
07332015,1357,696,115,77,38,8.5,5.7,2.8
06431012,3436,1732,327,218,109,9.5,6.3,3.2
07338014,3194,1577,273,172,101,8.5,5.4,3.2
06433007,15721,7615,1452,772,680,9.2,4.9,4.3
07332022,1522,792,140,85,55,9.2,5.6,3.6
06432019,16277,8230,1492,1036,456,9.2,6.4,2.8
07339035,575,285,62,34,28,10.8,5.9,4.9
07331020,1270,649,110,66,44,8.7,5.2,3.5
07143055,698,359,82,45,37,11.7,6.4,5.3
07143010,2447,1321,238,168,70,9.7,6.9,2.9
07141107,507,251,54,34,20,10.7,6.7,3.9
07141127,221,114,35,22,13,15.8,10,5.9
07132073,1123,570,118,80,38,10.5,7.1,3.4
07143030,1543,792,169,101,68,11,6.5,4.4
07143251,161,77,21,11,10,13,6.8,6.2
07132051,253,125,27,22,5,10.7,8.7,2
07141002,2219,1155,237,152,85,10.7,6.8,3.8
07132080,1820,937,247,164,83,13.6,9,4.6
07137222,2609,1336,289,188,101,11.1,7.2,3.9
07132060,124,58,17,11,6,13.7,8.9,4.8
05374044,19194,9805,1941,1275,666,10.1,6.6,3.5
07132035,149,75,14,8,6,9.4,5.4,4
07132002,1489,756,171,120,51,11.5,8.1,3.4
07141061,892,447,103,65,38,11.5,7.3,4.3
07143291,237,115,30,22,8,12.7,9.3,3.4
07143082,328,157,38,28,10,11.6,8.5,3
07132112,143,69,17,9,8,11.9,6.3,5.6
07143078,520,264,61,35,26,11.7,6.7,5
07143296,225,114,30,26,4,13.3,11.6,1.8
07143069,905,458,109,70,39,12,7.7,4.3
07141126,722,368,86,61,25,11.9,8.4,3.5
07132042,507,256,61,45,16,12,8.9,3.2
07141077,320,150,33,22,11,10.3,6.9,3.4
07143038,431,205,51,31,20,11.8,7.2,4.6
07138048,423,210,49,36,13,11.6,8.5,3.1
07143276,965,485,108,70,38,11.2,7.3,3.9
05374040,18837,9338,1971,1319,652,10.5,7,3.5
07143024,987,492,120,71,49,12.2,7.2,5
05374024,13560,6810,1423,924,499,10.5,6.8,3.7
07143054,991,506,101,67,34,10.2,6.8,3.4
07132082,632,316,47,36,11,7.4,5.7,1.7
07143019,640,323,64,43,21,10,6.7,3.3
07143254,1362,677,155,92,63,11.4,6.8,4.6
07143080,597,296,65,51,14,10.9,8.5,2.3
07132090,727,370,80,55,25,11,7.6,3.4
05358052,10552,5303,1104,760,344,10.5,7.2,3.3
07233205,211,100,35,22,13,16.6,10.4,6.2
13073054,844,393,47,33,14,5.6,3.9,1.7
07233207,71,35,8,5,3,11.3,7,4.2
07233037,140,64,13,8,5,9.3,5.7,3.6
07138063,3909,1959,348,232,116,8.9,5.9,3
07135502,339,164,37,24,13,10.9,7.1,3.8
01062004,24938,12809,2355,1527,828,9.4,6.1,3.3
07233029,3119,1592,398,266,132,12.8,8.5,4.2
07233501,7994,4079,996,670,326,12.5,8.4,4.1
07137043,1178,584,130,82,48,11,7,4.1
07137006,258,138,38,25,13,14.7,9.7,5
07137212,3150,1602,368,251,117,11.7,8,3.7
07140104,672,346,72,54,18,10.7,8,2.7
07331072,4560,2192,398,261,137,8.7,5.7,3
07133078,1312,640,130,89,41,9.9,6.8,3.1
07335010,965,486,81,64,17,8.4,6.6,1.8
07333203,155,87,14,-1,-1,9,nan,nan
07133022,216,109,25,18,7,11.6,8.3,3.2
07133090,192,104,19,12,7,9.9,6.2,3.6
07331030,2070,1045,183,128,55,8.8,6.2,2.7
07333076,632,332,68,44,24,10.8,7,3.8
07340003,1379,708,148,86,62,10.7,6.2,4.5
07340050,408,204,35,24,11,8.6,5.9,2.7
07133037,2089,1056,244,158,86,11.7,7.6,4.1
07133025,706,362,68,47,21,9.6,6.7,3
07332036,420,205,50,31,19,11.9,7.4,4.5
07133104,121,60,16,12,4,13.2,9.9,3.3
07133058,216,106,25,13,12,11.6,6,5.6
07335049,4501,2343,407,277,130,9,6.2,2.9
07339031,1606,795,142,91,51,8.8,5.7,3.2
07333007,793,374,93,60,33,11.7,7.6,4.2
07141068,2231,1154,252,147,105,11.3,6.6,4.7
07143232,392,195,40,26,14,10.2,6.6,3.6
07138052,852,424,77,52,25,9,6.1,2.9
07132013,963,504,65,39,26,6.7,4,2.7
07143313,223,110,24,16,8,10.8,7.2,3.6
07143009,670,351,79,47,32,11.8,7,4.8
07132096,1457,739,143,101,42,9.8,6.9,2.9
07143252,259,118,32,19,13,12.4,7.3,5
07137223,1934,1023,199,140,59,10.3,7.2,3.1
07143001,619,301,129,89,40,20.8,14.4,6.5
07141084,302,150,41,30,11,13.6,9.9,3.6
07141057,340,176,44,25,19,12.9,7.4,5.6
07141038,714,359,70,47,23,9.8,6.6,3.2
07132063,8575,4364,981,666,315,11.4,7.8,3.7
07140127,699,353,77,49,28,11,7,4
07335040,3142,1616,299,200,99,9.5,6.4,3.2
07335015,4533,2240,429,296,133,9.5,6.5,2.9
07335037,2789,1416,271,199,72,9.7,7.1,2.6
07143015,297,146,34,21,13,11.4,7.1,4.4
07141058,344,173,48,23,25,14,6.7,7.3
07141054,422,212,42,26,16,10,6.2,3.8
07132029,54,24,4,-1,-1,7.4,nan,nan
07132088,221,118,27,22,5,12.2,10,2.3
07141004,204,104,32,24,8,15.7,11.8,3.9
07132068,103,55,15,12,3,14.6,11.7,2.9
07132053,324,166,26,17,9,8,5.2,2.8
07141201,1692,881,192,121,71,11.3,7.2,4.2
07143277,856,420,127,87,40,14.8,10.2,4.7
07132107,1241,597,143,92,51,11.5,7.4,4.1
07132113,2254,1130,314,224,90,13.9,9.9,4
07132036,1107,550,172,129,43,15.5,11.7,3.9
07132057,536,267,59,40,19,11,7.5,3.5
07138040,478,235,52,32,20,10.9,6.7,4.2
07133013,1233,607,124,87,37,10.1,7.1,3
07331062,643,342,58,33,25,9,5.1,3.9
07333061,242,118,21,13,8,8.7,5.4,3.3
07335021,1159,573,95,71,24,8.2,6.1,2.1
07133045,613,301,49,27,22,8,4.4,3.6
07333041,627,316,59,41,18,9.4,6.5,2.9
07332003,406,201,25,18,7,6.2,4.4,1.7
07141116,331,169,39,26,13,11.8,7.9,3.9
07133095,1300,645,139,91,48,10.7,7,3.7
07133081,380,193,36,27,9,9.5,7.1,2.4
07140150,734,368,85,56,29,11.6,7.6,4
07333004,399,192,32,25,7,8,6.3,1.8
07336072,157,88,14,10,4,8.9,6.4,2.5
07133031,1020,514,94,67,27,9.2,6.6,2.6
07337009,712,353,56,33,23,7.9,4.6,3.2
07333046,463,224,37,22,15,8,4.8,3.2
07133098,426,209,61,46,15,14.3,10.8,3.5
07332007,3455,1698,308,221,87,8.9,6.4,2.5
07133055,98,49,14,-1,-1,14.3,nan,nan
07133062,283,141,35,24,11,12.4,8.5,3.9
07141115,321,156,38,28,10,11.8,8.7,3.1
06439013,9873,4941,763,472,291,7.7,4.8,2.9
07340012,815,422,51,30,21,6.3,3.7,2.6
07143301,858,428,100,72,28,11.7,8.4,3.3
07141052,459,229,94,61,33,20.5,13.3,7.2
07143212,515,266,55,37,18,10.7,7.2,3.5
07132026,1291,535,94,69,25,7.3,5.3,1.9
07143308,5670,2946,625,437,188,11,7.7,3.3
07141035,78,38,7,3,4,9,3.8,5.1
07132044,3308,1707,271,207,64,8.2,6.3,1.9
07132104,133,71,16,13,3,12,9.8,2.3
07143037,2077,1040,257,159,98,12.4,7.7,4.7
07137225,3492,1741,387,264,123,11.1,7.6,3.5
07132072,5742,2883,694,473,221,12.1,8.2,3.8
07141060,1148,579,131,83,48,11.4,7.2,4.2
07141110,167,84,19,15,4,11.4,9,2.4
07143011,1032,516,111,75,36,10.8,7.3,3.5
07141046,343,169,32,21,11,9.3,6.1,3.2
07143071,1483,692,160,116,44,10.8,7.8,3
07143259,305,147,40,28,12,13.1,9.2,3.9
07143047,1269,624,137,85,52,10.8,6.7,4.1
07137065,1210,616,119,72,47,9.8,6,3.9
07140201,490,235,51,29,22,10.4,5.9,4.5
07233004,229,118,44,25,19,19.2,10.9,8.3
07233068,196,103,26,18,8,13.3,9.2,4.1
07233084,127,59,27,18,9,21.3,14.2,7.1
07138008,967,473,103,64,39,10.7,6.6,4
07131003,1893,965,257,180,77,13.6,9.5,4.1
07137036,253,125,24,16,8,9.5,6.3,3.2
07233223,187,95,25,17,8,13.4,9.1,4.3
07131081,861,415,75,54,21,8.7,6.3,2.4
07137114,329,165,37,21,16,11.2,6.4,4.9
07131004,536,257,65,42,23,12.1,7.8,4.3
07135016,370,182,52,36,16,14.1,9.7,4.3
07233035,1771,861,200,131,69,11.3,7.4,3.9
07233026,7504,3797,902,621,281,12,8.3,3.7
07336087,649,325,47,38,9,7.2,5.9,1.4
07133036,959,483,83,49,34,8.7,5.1,3.5
07133020,367,199,36,22,14,9.8,6,3.8
07336035,47,18,7,-1,-1,14.9,nan,nan
07339004,585,302,61,42,19,10.4,7.2,3.2
07133051,234,121,23,16,7,9.8,6.8,3
07336005,331,160,43,26,17,13,7.9,5.1
07337025,424,209,38,25,13,9,5.9,3.1
07332005,825,414,66,42,24,8,5.1,2.9
07333010,2453,1203,232,159,73,9.5,6.5,3
07335035,5274,2709,555,393,162,10.5,7.5,3.1
07141122,160,71,25,15,10,15.6,9.4,6.2
07133100,180,82,17,13,4,9.4,7.2,2.2
07340027,933,459,70,45,25,7.5,4.8,2.7
07333019,9311,4697,996,647,349,10.7,6.9,3.7
07337021,2364,1179,245,164,81,10.4,6.9,3.4
07333045,1675,848,175,107,68,10.4,6.4,4.1
07133109,1549,784,145,89,56,9.4,5.7,3.6
07331060,1217,621,114,76,38,9.4,6.2,3.1
07335042,593,285,55,35,20,9.3,5.9,3.4
07333034,544,287,53,30,23,9.7,5.5,4.2
07336048,818,415,76,55,21,9.3,6.7,2.6
07133057,553,290,62,47,15,11.2,8.5,2.7
07333005,160,80,14,7,7,8.8,4.4,4.4
07333049,471,232,48,29,19,10.2,6.2,4
07333080,461,225,59,32,27,12.8,6.9,5.9
07339065,570,281,49,32,17,8.6,5.6,3
07339019,6762,3491,611,394,217,9,5.8,3.2
07133011,872,444,87,58,29,10,6.7,3.3
07133012,632,325,58,42,16,9.2,6.6,2.5
07332048,1789,930,144,100,44,8,5.6,2.5
07331053,643,312,66,41,25,10.3,6.4,3.9
07335048,404,199,36,25,11,8.9,6.2,2.7
07336053,758,387,78,54,24,10.3,7.1,3.2
07143237,1230,617,148,102,46,12,8.3,3.7
07138014,1231,600,109,70,39,8.9,5.7,3.2
07143248,588,296,68,47,21,11.6,8,3.6
07141024,849,423,100,64,36,11.8,7.5,4.2
07132004,105,52,15,-1,-1,14.3,nan,nan
07132017,339,171,35,24,11,10.3,7.1,3.2
07143214,183,94,22,13,9,12,7.1,4.9
07141130,226,110,34,21,13,15,9.3,5.8
07132033,649,327,70,52,18,10.8,8,2.8
07140501,15404,7868,1537,1024,513,10,6.6,3.3
07141010,308,159,40,29,11,13,9.4,3.6
07141111,345,166,41,31,10,11.9,9,2.9
07143293,324,146,45,30,15,13.9,9.3,4.6
07141092,4198,2153,444,291,153,10.6,6.9,3.6
07143028,1169,584,144,100,44,12.3,8.6,3.8
07132061,271,132,35,25,10,12.9,9.2,3.7
07138059,1924,994,185,131,54,9.6,6.8,2.8
07138044,6275,3171,643,416,227,10.2,6.6,3.6
15085235,24555,12854,1386,1030,356,5.6,4.2,1.4
07131016,452,226,51,35,16,11.3,7.7,3.5
07137041,459,225,58,43,15,12.6,9.4,3.3
07137070,1380,710,152,110,42,11,8,3
07233227,534,273,68,52,16,12.7,9.7,3
07233215,352,180,42,29,13,11.9,8.2,3.7
05362012,44768,23325,4048,2732,1316,9,6.1,2.9
07137074,802,399,88,62,26,11,7.7,3.2
05382060,41016,20847,3846,2469,1377,9.4,6,3.4
07135028,215,96,16,9,7,7.4,4.2,3.3
07135043,809,395,78,56,22,9.6,6.9,2.7
07340031,1166,589,99,66,33,8.5,5.7,2.8
07333001,1698,850,160,107,53,9.4,6.3,3.1
07140133,2704,1356,268,195,73,9.9,7.2,2.7
07133060,208,101,15,8,7,7.2,3.8,3.4
07133053,261,129,27,24,3,10.3,9.2,1.1
07333014,503,251,47,31,16,9.3,6.2,3.2
07336013,155,80,14,11,3,9,7.1,1.9
07133091,608,312,65,43,22,10.7,7.1,3.6
07339051,2576,1306,224,163,61,8.7,6.3,2.4
07133065,2927,1514,227,147,80,7.8,5,2.7
07340025,563,273,44,36,8,7.8,6.4,1.4
07336062,173,84,23,15,8,13.3,8.7,4.6
07331073,7848,3984,776,463,313,9.9,5.9,4
07333066,290,139,35,25,10,12.1,8.6,3.4
07331050,619,312,70,42,28,11.3,6.8,4.5
07335014,708,350,74,44,30,10.5,6.2,4.2
07331063,1062,518,98,72,26,9.2,6.8,2.4
07133028,224,123,22,14,8,9.8,6.2,3.6
07140060,247,116,32,26,6,13,10.5,2.4
07133111,452,236,46,28,18,10.2,6.2,4
07336085,358,190,30,20,10,8.4,5.6,2.8
07140068,591,285,62,43,19,10.5,7.3,3.2
07333201,182,83,16,7,9,8.8,3.8,4.9
07335029,1926,996,184,119,65,9.6,6.2,3.4
07133101,766,386,68,40,28,8.9,5.2,3.7
07340007,975,495,100,68,32,10.3,7,3.3
07133205,243,121,37,25,12,15.2,10.3,4.9
07133084,214,95,23,15,8,10.7,7,3.7
07141134,122,56,13,9,4,10.7,7.4,3.3
07138034,1316,702,149,101,48,11.3,7.7,3.6
07138058,229,120,27,20,7,11.8,8.7,3.1
07143231,452,217,62,38,24,13.7,8.4,5.3
07132041,108,47,12,8,4,11.1,7.4,3.7
