ags,t,f,wi,wa,wn,pwi,pwa,pwn
03451008,15889,7954,1744,1107,637,11,7,4
08125005,19019,9416,2041,1152,889,10.7,6.1,4.7
03357007,1065,504,147,97,50,13.8,9.1,4.7
01054105,435,218,48,31,17,11,7.1,3.9
01054156,716,364,80,55,25,11.2,7.7,3.5
01054161,1036,518,100,78,22,9.7,7.5,2.1
01054096,683,312,73,48,25,10.7,7,3.7
01059158,2489,1256,243,165,78,9.8,6.6,3.1
03452002,610,326,53,-1,-1,8.7,nan,nan
03457020,11678,5837,1324,1016,308,11.3,8.7,2.6
03452010,995,497,108,83,25,10.9,8.3,2.5
01051045,182,88,11,6,5,6,3.3,2.7
01051043,212,111,20,13,7,9.4,6.1,3.3
03357019,453,234,48,32,16,10.6,7.1,3.5
01060021,294,143,30,21,9,10.2,7.1,3.1
01061021,73,37,5,-1,-1,6.8,nan,nan
01062088,1725,868,145,91,54,8.4,5.3,3.1
01056003,591,306,65,38,27,11,6.4,4.6
01060101,857,416,58,39,19,6.8,4.6,2.2
01062081,2020,1021,182,124,58,9,6.1,2.9
01058062,250,122,27,12,15,10.8,4.8,6
01056019,1048,531,104,69,35,9.9,6.6,3.3
03357056,773,367,109,74,35,14.1,9.6,4.5
01060053,1742,870,208,133,75,11.9,7.6,4.3
01060088,1096,542,113,60,53,10.3,5.5,4.8
13076125,863,423,35,28,7,4.1,3.2,0.8
03152017,1499,759,137,91,46,9.1,6.1,3.1
01059113,5850,3070,483,346,137,8.3,5.9,2.3
01059075,24266,12459,2160,1522,638,8.9,6.3,2.6
01059075,24266,12459,2160,1522,638,8.9,6.3,2.6
01057023,205,106,29,17,12,14.1,8.3,5.9
01058134,435,209,36,20,16,8.3,4.6,3.7
01058011,708,349,92,54,38,13,7.6,5.4
01057086,373,196,35,23,12,9.4,6.2,3.2
01058139,824,415,88,56,32,10.7,6.8,3.9
01058023,399,207,39,24,15,9.8,6,3.8
03462002,1131,574,103,76,27,9.1,6.7,2.4
03462008,859,436,86,56,30,10,6.5,3.5
03457009,816,400,83,62,21,10.2,7.6,2.6
03452014,12123,6126,1333,1034,299,11,8.5,2.5
09183112,6297,3096,639,396,243,10.1,6.3,3.9
,,,,,,,,
03457006,2735,1371,257,194,63,9.4,7.1,2.3
01053136,990,502,87,57,30,8.8,5.8,3
03452025,13005,6713,1416,1098,318,10.9,8.4,2.4
13074073,1124,559,78,45,33,6.9,4,2.9
13071149,303,139,22,15,7,7.3,5,2.3
01051132,849,439,84,57,27,9.9,6.7,3.2
03402000,50694,25445,5294,3957,1337,10.4,7.8,2.6
03455021,1304,675,177,83,94,13.6,6.4,7.2
01055004,19945,10639,1609,1126,483,8.1,5.6,2.4
14627360,5839,2881,290,212,78,5,3.6,1.3
07233063,576,271,55,39,16,9.5,6.8,2.8
08135032,8638,4348,823,511,312,9.5,5.9,3.6
01056051,1335,685,133,79,54,10,5.9,4
01061026,152,72,16,12,4,10.5,7.9,2.6
01053021,150,68,19,14,5,12.7,9.3,3.3
01061057,545,274,57,39,18,10.5,7.2,3.3
01060064,1143,546,140,79,61,12.2,6.9,5.3
01062019,782,405,69,37,32,8.8,4.7,4.1
01053049,479,257,45,25,20,9.4,5.2,4.2
01056030,2996,1502,271,168,103,9,5.6,3.4
01062027,1277,643,103,58,45,8.1,4.5,3.5
01060017,232,114,36,27,9,15.5,11.6,3.9
01056005,4554,2313,407,247,160,8.9,5.4,3.5
01061006,569,278,71,44,27,12.5,7.7,4.7
01058144,209,100,27,18,9,12.9,8.6,4.3
03461004,9094,4440,977,695,282,10.7,7.6,3.1
13071102,508,248,21,16,5,4.1,3.1,1
03461002,15129,7735,1524,1089,435,10.1,7.2,2.9
14521355,8877,4576,443,329,114,5,3.7,1.3
03461003,6180,3141,678,473,205,11,7.7,3.3
03451007,22154,11300,2490,1588,902,11.2,7.2,4.1
13071016,518,261,22,17,5,4.2,3.3,1
03256031,1302,635,103,71,32,7.9,5.5,2.5
08118080,19143,9532,1794,1051,743,9.4,5.5,3.9
01051011,12740,6310,1195,862,333,9.4,6.8,2.6
01051072,5690,2994,617,459,158,10.8,8.1,2.8
01051021,741,366,85,60,25,11.5,8.1,3.4
01051118,250,111,35,26,9,14,10.4,3.6
01059179,1964,956,202,130,72,10.3,6.6,3.7
01059144,741,360,55,37,18,7.4,5,2.4
01059149,443,211,55,35,20,12.4,7.9,4.5
01059123,607,290,69,45,24,11.4,7.4,4
01059115,2983,1474,290,188,102,9.7,6.3,3.4
01051107,426,229,47,27,20,11,6.3,4.7
01051048,2833,1424,281,206,75,9.9,7.3,2.6
01051067,380,204,42,32,10,11.1,8.4,2.6
01051113,1247,618,121,85,36,9.7,6.8,2.9
01058072,2990,1515,290,220,70,9.7,7.4,2.3
01058119,284,132,31,24,7,10.9,8.5,2.5
01058160,154,67,16,12,4,10.4,7.8,2.6
01057078,469,228,55,37,18,11.7,7.9,3.8
01058140,4742,2398,476,332,144,10,7,3
01057001,2989,1564,291,221,70,9.7,7.4,2.3
01058105,1373,698,136,85,51,9.9,6.2,3.7
01058143,276,131,20,13,7,7.2,4.7,2.5
01058059,1192,579,135,92,43,11.3,7.7,3.6
01057051,4111,2151,290,196,94,7.1,4.8,2.3
01058172,4933,2520,474,326,148,9.6,6.6,3
01058063,224,103,11,6,5,4.9,2.7,2.2
01057021,1056,520,117,81,36,11.1,7.7,3.4
01058145,314,155,35,24,11,11.1,7.6,3.5
01057052,573,277,43,27,16,7.5,4.7,2.8
01058125,682,332,73,50,23,10.7,7.3,3.4
01058141,371,185,32,21,11,8.6,5.7,3
01058019,291,147,27,23,4,9.3,7.9,1.4
01058068,513,244,48,31,17,9.4,6,3.3
01057041,414,201,42,26,16,10.1,6.3,3.9
01057015,873,445,87,57,30,10,6.5,3.4
01057033,806,411,66,44,22,8.2,5.5,2.7
01057003,550,283,60,44,16,10.9,8,2.9
01057066,839,414,70,47,23,8.3,5.6,2.7
01057025,8150,4335,757,527,230,9.3,6.5,2.8
01058074,144,72,17,12,5,11.8,8.3,3.5
08235073,2333,1164,263,155,108,11.3,6.6,4.6
03451001,11334,5681,1317,918,399,11.6,8.1,3.5
03457011,2238,1155,235,181,54,10.5,8.1,2.4
03452012,12267,6139,1297,959,338,10.6,7.8,2.8
03254007,972,480,77,50,27,7.9,5.1,2.8
,,,,,,,,
14627190,5661,2852,278,199,79,4.9,3.5,1.4
03457008,2089,1065,224,172,52,10.7,8.2,2.5
03459033,23018,11736,2754,1779,975,12,7.7,4.2
03462018,2576,1327,237,176,61,9.2,6.8,2.4
03256019,3688,1793,310,216,94,8.4,5.9,2.5
01051036,116,56,7,7,n/a,6,6,nan
01051053,303,154,36,28,8,11.9,9.2,2.6
01051020,685,341,62,44,18,9.1,6.4,2.6
01051120,40,22,4,-1,-1,10,nan,nan
01051035,179,93,23,14,9,12.8,7.8,5
01051103,190,90,15,8,7,7.9,4.2,3.7
01051073,386,179,56,37,19,14.5,9.6,4.9
01051090,156,77,10,10,n/a,6.4,6.4,nan
01051119,348,161,31,22,9,8.9,6.3,2.6
01051057,338,162,41,32,9,12.1,9.5,2.7
01051046,868,428,109,78,31,12.6,9,3.6
01051077,121,57,8,-1,-1,6.6,nan,nan
01051062,814,400,89,63,26,10.9,7.7,3.2
01051076,602,295,56,37,19,9.3,6.1,3.2
01051110,829,425,83,59,24,10,7.1,2.9
01051012,997,494,109,79,30,10.9,7.9,3
01051016,4147,2117,338,258,80,8.2,6.2,1.9
15088365,12956,6520,554,403,151,4.3,3.1,1.2
01057088,701,350,62,42,20,8.8,6,2.9
07135017,1106,555,131,84,47,11.8,7.6,4.2
01057056,356,183,36,32,4,10.1,9,1.1
01058109,378,183,35,24,11,9.3,6.3,2.9
01057042,657,320,78,54,24,11.9,8.2,3.7
01058158,65,35,6,-1,-1,9.2,nan,nan
07135025,848,428,107,74,33,12.6,8.7,3.9
01058132,208,103,18,13,5,8.7,6.2,2.4
01058021,619,306,66,48,18,10.7,7.8,2.9
01058048,221,121,33,20,13,14.9,9,5.9
01058045,303,153,34,23,11,11.2,7.6,3.6
01058133,149,72,14,-1,-1,9.4,nan,nan
01057087,989,488,80,57,23,8.1,5.8,2.3
05166036,50748,25933,4947,3286,1661,9.7,6.5,3.3
01058071,454,220,52,37,15,11.5,8.1,3.3
01058086,3262,1642,307,216,91,9.4,6.6,2.8
01057040,417,213,46,28,18,11,6.7,4.3
01057029,1045,497,85,66,19,8.1,6.3,1.8
01058015,727,349,81,53,28,11.1,7.3,3.9
01058163,1063,534,111,78,33,10.4,7.3,3.1
01057047,294,145,25,16,9,8.5,5.4,3.1
01058061,580,303,52,39,13,9,6.7,2.2
01058148,1137,582,126,93,33,11.1,8.2,2.9
01058131,89,46,6,6,n/a,6.7,6.7,nan
01058155,351,180,52,28,24,14.8,8,6.8
01059183,10968,5516,1082,670,412,9.9,6.1,3.8
13072053,834,402,38,31,7,4.6,3.7,0.8
03452027,4636,2310,407,314,93,8.8,6.8,2
12067438,1815,915,68,49,19,3.7,2.7,1
03452001,41489,21131,4053,2950,1103,9.8,7.1,2.7
03452007,8551,4272,857,680,177,10,8,2.1
01051034,2565,1267,280,194,86,10.9,7.6,3.4
01051037,483,243,48,29,19,9.9,6,3.9
01051089,184,94,18,13,5,9.8,7.1,2.7
01051097,3432,1736,381,276,105,11.1,8,3.1
01051022,615,303,57,45,12,9.3,7.3,2
01051026,753,373,72,59,13,9.6,7.8,1.7
01051010,204,101,34,23,11,16.7,11.3,5.4
01051032,363,178,39,20,19,10.7,5.5,5.2
01051044,21422,11297,2050,1515,535,9.6,7.1,2.5
01051084,259,131,37,27,10,14.3,10.4,3.9
01051121,253,116,21,14,7,8.3,5.5,2.8
01051014,352,184,50,36,14,14.2,10.2,4
01051050,71,27,7,-1,-1,9.9,nan,nan
01051140,257,117,32,20,12,12.5,7.8,4.7
01051108,89,44,11,6,5,12.4,6.7,5.6
01051079,401,190,57,40,17,14.2,10,4.2
01051105,414,196,40,26,14,9.7,6.3,3.4
01054057,693,317,84,54,30,12.1,7.8,4.3
01058028,1500,758,149,101,48,9.9,6.7,3.2
01057031,467,246,54,32,22,11.6,6.9,4.7
01057077,1361,664,148,104,44,10.9,7.6,3.2
01058126,896,473,53,28,25,5.9,3.1,2.8
01057050,958,477,81,55,26,8.5,5.7,2.7
01057082,389,199,38,28,10,9.8,7.2,2.6
01058050,2110,1057,163,108,55,7.7,5.1,2.6
01058106,249,109,22,15,7,8.8,6,2.8
01057079,773,384,59,39,20,7.6,5,2.6
01058073,262,136,29,19,10,11.1,7.3,3.8
01058100,554,272,60,41,19,10.8,7.4,3.4
01057032,563,274,42,31,11,7.5,5.5,2
01058113,590,272,39,21,18,6.6,3.6,3.1
01061078,250,130,31,19,12,12.4,7.6,4.8
01061029,11228,5745,1129,736,393,10.1,6.6,3.5
01061076,118,56,14,9,5,11.9,7.6,4.2
01061106,137,64,10,6,4,7.3,4.4,2.9
01059171,5372,2767,537,404,133,10,7.5,2.5
01061015,740,355,72,50,22,9.7,6.8,3
03359040,2956,1421,323,252,71,10.9,8.5,2.4
01061110,1374,662,140,96,44,10.2,7,3.2
01061110,1374,662,140,96,44,10.2,7,3.2
01061031,458,219,56,40,16,12.2,8.7,3.5
01061023,287,140,38,28,10,13.2,9.8,3.5
01061105,1206,593,126,92,34,10.4,7.6,2.8
03357013,2046,993,283,191,92,13.8,9.3,4.5
01061008,99,51,9,6,3,9.1,6.1,3
03352061,16965,8457,1750,1213,537,10.3,7.2,3.2
03452002,610,326,53,-1,-1,8.7,nan,nan
03462014,768,402,99,32,67,12.9,4.2,8.7
03455021,1304,675,177,83,94,13.6,6.4,7.2
13071056,725,365,37,30,7,5.1,4.1,1
03357011,658,331,99,61,38,15,9.3,5.8
14521370,8677,4442,461,340,121,5.3,3.9,1.4
03356011,9285,4769,999,662,337,10.8,7.1,3.6
03357010,753,365,102,67,35,13.5,8.9,4.6
01058117,6650,3432,673,493,180,10.1,7.4,2.7
01058018,700,345,39,24,15,5.6,3.4,2.1
01057045,617,310,52,41,11,8.4,6.6,1.8
01058146,767,376,66,46,20,8.6,6,2.6
01057076,795,407,79,49,30,9.9,6.2,3.8
01058168,649,317,70,50,20,10.8,7.7,3.1
01058098,182,97,11,-1,-1,6,nan,nan
01057046,1335,655,128,88,40,9.6,6.6,3
01058151,360,185,39,25,14,10.8,6.9,3.9
01061007,846,419,94,67,27,11.1,7.9,3.2
01061102,125,59,16,13,3,12.8,10.4,2.4
01061113,4354,2203,456,329,127,10.5,7.6,2.9
03357021,4756,2355,509,340,169,10.7,7.1,3.6
03359008,795,378,98,72,26,12.3,9.1,3.3
01061059,78,38,16,12,4,20.5,15.4,5.1
01061052,560,269,60,41,19,10.7,7.3,3.4
01059079,2139,1019,207,145,62,9.7,6.8,2.9
01059088,284,142,20,13,7,7,4.6,2.5
01059058,683,332,59,39,20,8.6,5.7,2.9
01059035,884,415,88,58,30,10,6.6,3.4
01059009,751,357,71,47,24,9.5,6.3,3.2
03457019,694,359,65,53,12,9.4,7.6,1.7
03462009,734,373,102,74,28,13.9,10.1,3.8
13075057,1263,638,58,42,16,4.6,3.3,1.3
03357026,987,485,127,92,35,12.9,9.3,3.5
03352018,726,359,74,54,20,10.2,7.4,2.8
03357053,431,208,73,46,27,16.9,10.7,6.3
03359029,726,352,69,52,17,9.5,7.2,2.3
01061060,132,71,11,8,3,8.3,6.1,2.3
03359004,1017,500,116,94,22,11.4,9.2,2.2
05974008,11931,6196,1147,819,328,9.6,6.9,2.7
01054041,884,426,117,76,41,13.2,8.6,4.6
01051125,429,217,42,31,11,9.8,7.2,2.6
01051114,2658,1352,274,184,90,10.3,6.9,3.4
01051100,586,292,60,42,18,10.2,7.2,3.1
01051065,1060,540,90,67,23,8.5,6.3,2.2
01051038,87,34,5,5,n/a,5.7,5.7,nan
01051133,160,83,10,6,4,6.2,3.8,2.5
01051005,168,78,21,11,10,12.5,6.5,6
01051141,566,285,56,33,23,9.9,5.8,4.1
01051068,846,419,78,54,24,9.2,6.4,2.8
01051047,514,237,50,38,12,9.7,7.4,2.3
01051058,146,65,11,-1,-1,7.5,nan,nan
01051096,322,153,37,24,13,11.5,7.5,4
01051008,35,20,5,-1,-1,14.3,nan,nan
01057002,146,75,17,11,6,11.6,7.5,4.1
08337128,5181,2577,592,412,180,11.4,8,3.5
01058130,1753,881,134,88,46,7.6,5,2.6
01058038,573,286,64,36,28,11.2,6.3,4.9
01057049,368,178,35,22,13,9.5,6,3.5
01058171,1537,795,121,90,31,7.9,5.9,2
01057012,423,208,48,37,11,11.3,8.7,2.6
01057087,989,488,80,57,23,8.1,5.8,2.3
01057060,455,232,61,45,16,13.4,9.9,3.5
01057022,907,454,95,70,25,10.5,7.7,2.8
01058064,338,161,33,24,9,9.8,7.1,2.7
01058033,1025,490,76,62,14,7.4,6,1.4
09183120,2518,1274,261,153,108,10.4,6.1,4.3
01059023,781,397,89,53,36,11.4,6.8,4.6
01059044,2649,1333,272,194,78,10.3,7.3,2.9
01053088,114,55,15,11,4,13.2,9.6,3.5
03460007,8392,4131,1005,626,379,12,7.5,4.5
01061070,83,41,13,-1,-1,15.7,nan,nan
01051139,354,177,31,27,4,8.8,7.6,1.1
01051136,704,325,77,57,20,10.9,8.1,2.8
01051117,171,86,11,4,7,6.4,2.3,4.1
01051019,746,354,74,51,23,9.9,6.8,3.1
01051085,262,133,38,25,13,14.5,9.5,5
01051086,406,202,41,26,15,10.1,6.4,3.7
01051015,782,389,81,64,17,10.4,8.2,2.2
03357004,1430,705,175,120,55,12.2,8.4,3.8
03352002,646,316,83,58,25,12.8,9,3.9
03357014,634,289,83,55,28,13.1,8.7,4.4
05158032,81430,41770,8202,5400,2802,10.1,6.6,3.4
01054134,948,471,103,66,37,10.9,7,3.9
01054054,186,89,22,15,7,11.8,8.1,3.8
01054032,97,41,9,-1,-1,9.3,nan,nan
01054048,79,44,11,7,4,13.9,8.9,5.1
01059143,920,452,102,67,35,11.1,7.3,3.8
01059124,184,84,15,9,6,8.2,4.9,3.3
01054120,801,401,85,43,42,10.6,5.4,5.2
01054023,628,348,62,46,16,9.9,7.3,2.5
01054154,362,187,42,32,10,11.6,8.8,2.8
01051080,150,75,15,11,4,10,7.3,2.7
01051131,106,59,11,7,4,10.4,6.6,3.8
01051093,428,216,54,37,17,12.6,8.6,4
01051033,53,25,3,3,n/a,5.7,5.7,nan
01051128,107,56,11,8,3,10.3,7.5,2.8
01051129,157,77,10,-1,-1,6.4,nan,nan
01051109,488,252,52,31,21,10.7,6.4,4.3
01051127,3149,1638,329,243,86,10.4,7.7,2.7
01051013,4786,2555,491,359,132,10.3,7.5,2.8
01051004,917,478,87,61,26,9.5,6.7,2.8
01051098,702,358,69,51,18,9.8,7.3,2.6
01051001,3482,1807,339,252,87,9.7,7.2,2.5
01051104,68,31,8,5,3,11.8,7.4,4.4
01051137,604,282,60,42,18,9.9,7,3
01051083,324,160,35,24,11,10.8,7.4,3.4
01058091,431,201,42,34,8,9.7,7.9,1.9
01058065,966,478,108,65,43,11.2,6.7,4.5
01058164,1021,502,109,81,28,10.7,7.9,2.7
01057018,128,68,12,-1,-1,9.4,nan,nan
01057089,165,87,14,10,4,8.5,6.1,2.4
01058104,1778,885,136,93,43,7.6,5.2,2.4
01053009,2075,1058,185,126,59,8.9,6.1,2.8
01053006,651,318,61,45,16,9.4,6.9,2.5
01053048,1261,626,93,58,35,7.4,4.6,2.8
01053115,454,221,37,24,13,8.1,5.3,2.9
01053118,621,293,38,23,15,6.1,3.7,2.4
01053099,349,176,22,16,6,6.3,4.6,1.7
03359017,6072,3011,581,401,180,9.6,6.6,3
01061014,151,71,15,7,8,9.9,4.6,5.3
01061107,1832,913,202,141,61,11,7.7,3.3
01061013,143,67,15,8,7,10.5,5.6,4.9
01061062,122,60,18,14,4,14.8,11.5,3.3
01061011,236,109,23,15,8,9.7,6.4,3.4
01061029,11228,5745,1129,736,393,10.1,6.6,3.5
01058014,451,225,49,34,15,10.9,7.5,3.3
01058013,254,125,26,21,5,10.2,8.3,2
01058156,363,169,51,37,14,14,10.2,3.9
03359013,11292,5697,1157,853,304,10.2,7.6,2.7
01054098,496,268,55,36,19,11.1,7.3,3.8
01054005,420,212,55,33,22,13.1,7.9,5.2
01054015,360,175,42,18,24,11.7,5,6.7
01054085,935,494,132,55,77,14.1,5.9,8.2
01054083,442,254,67,40,27,15.2,9,6.1
01054106,1815,901,184,114,70,10.1,6.3,3.9
01054097,439,216,54,37,17,12.3,8.4,3.9
01054091,2201,1119,272,200,72,12.4,9.1,3.3
01054125,991,456,111,72,39,11.2,7.3,3.9
01054167,1118,554,116,70,46,10.4,6.3,4.1
01054126,884,436,111,77,34,12.6,8.7,3.8
01054109,3739,1856,477,304,173,12.8,8.1,4.6
01054062,205,106,25,13,12,12.2,6.3,5.9
01054056,22430,11754,2182,1551,631,9.7,6.9,2.8
01055042,8864,4648,828,554,274,9.3,6.2,3.1
01055041,5108,2570,478,318,160,9.4,6.2,3.1
01058024,1525,794,140,88,52,9.2,5.8,3.4
01058066,1183,589,121,89,32,10.2,7.5,2.7
01059112,1996,1037,226,164,62,11.3,8.2,3.1
01058004,312,139,27,18,9,8.7,5.8,2.9
03357003,880,424,117,86,31,13.3,9.8,3.5
08116058,8236,4139,920,530,390,11.2,6.4,4.7
13075013,230,105,18,-1,-1,7.8,nan,nan
01054010,612,304,79,52,27,12.9,8.5,4.4
01054059,715,355,85,59,26,11.9,8.3,3.6
01054038,410,210,41,22,19,10,5.4,4.6
01054071,54,24,5,-1,-1,9.3,nan,nan
01054020,2348,1212,301,206,95,12.8,8.8,4
01061095,875,412,85,66,19,9.7,7.5,2.2
01061020,38,21,6,6,n/a,15.8,15.8,nan
01054148,221,116,23,17,6,10.4,7.7,2.7
01054040,21,11,-1,n/a,-1,-4.8,nan,nan
01054140,115,53,7,-1,-1,6.1,nan,nan
01054065,983,521,126,78,48,12.8,7.9,4.9
01054022,908,455,108,80,28,11.9,8.8,3.1
01054144,2153,1092,215,147,68,10,6.8,3.2
01054101,602,282,61,48,13,10.1,8,2.2
01054088,9905,5153,1176,734,442,11.9,7.4,4.5
01056025,1400,702,190,93,97,13.6,6.6,6.9
01054100,210,105,20,11,9,9.5,5.2,4.3
01058039,445,224,41,30,11,9.2,6.7,2.5
01057013,616,305,50,32,18,8.1,5.2,2.9
01057055,1423,718,136,94,42,9.6,6.6,3
01057004,615,307,68,57,11,11.1,9.3,1.8
01057038,85,45,13,-1,-1,15.3,nan,nan
01057027,410,209,42,33,9,10.2,8,2.2
01055043,2188,1063,193,142,51,8.8,6.5,2.3
01057034,184,89,20,14,6,10.9,7.6,3.3
01059005,704,339,75,54,21,10.7,7.7,3
01054013,174,80,14,11,3,8,6.3,1.7
03359018,1872,951,190,140,50,10.1,7.5,2.7
01054004,245,128,26,20,6,10.6,8.2,2.4
01061018,1000,501,114,76,38,11.4,7.6,3.8
01061018,1000,501,114,76,38,11.4,7.6,3.8
01051099,1266,617,150,105,45,11.8,8.3,3.6
01058025,160,77,14,-1,-1,8.8,nan,nan
03359025,5127,2580,472,350,122,9.2,6.8,2.4
01061043,412,205,39,30,9,9.5,7.3,2.2
01054163,645,334,97,55,42,15,8.5,6.5
01054145,186,92,27,17,10,14.5,9.1,5.4
01054168,13453,6937,1859,897,962,13.8,6.7,7.2
01054123,284,135,36,26,10,12.7,9.2,3.5
01053051,308,154,25,19,6,8.1,6.2,1.9
08337118,3110,1540,335,236,99,10.8,7.6,3.2
06434011,14025,7124,1299,854,445,9.3,6.1,3.2
03353011,1135,537,124,76,48,10.9,6.7,4.2
06434009,9047,4516,779,499,280,8.6,5.5,3.1
05114000,225144,115657,21928,15373,6555,9.7,6.8,2.9
03353003,2337,1216,182,120,62,7.8,5.1,2.7
03353020,7883,4001,693,449,244,8.8,5.7,3.1
03353017,868,465,74,49,25,8.5,5.6,2.9
05162022,54892,28709,4692,3199,1493,8.5,5.8,2.7
03353024,1535,746,128,83,45,8.3,5.4,2.9
03353031,40949,20906,3663,2382,1281,8.9,5.8,3.1
03359031,4633,2303,420,286,134,9.1,6.2,2.9
03359040,2956,1421,323,252,71,10.9,8.5,2.4
03457024,7607,3790,693,551,142,9.1,7.2,1.9
01054086,1167,582,146,93,53,12.5,8,4.5
01054108,335,159,32,22,10,9.6,6.6,3
01054033,2466,1301,241,180,61,9.8,7.3,2.5
01054119,1417,578,58,43,15,4.1,3,1.1
01054026,46,24,4,4,n/a,8.7,8.7,nan
01054052,786,376,80,55,25,10.2,7,3.2
01054157,104,53,7,-1,-1,6.7,nan,nan
01054099,1562,820,137,100,37,8.8,6.4,2.4
01054007,332,151,48,29,19,14.5,8.7,5.7
01054084,3796,1984,435,287,148,11.5,7.6,3.9
01054077,51,21,7,3,4,13.7,5.9,7.8
01054124,239,115,34,20,14,14.2,8.4,5.9
01054001,1458,702,145,93,52,9.9,6.4,3.6
01054068,961,454,107,62,45,11.1,6.5,4.7
01054076,7601,3927,902,613,289,11.9,8.1,3.8
01054136,252,135,19,13,6,7.5,5.2,2.4
01054017,660,323,71,43,28,10.8,6.5,4.2
01054016,204,104,25,12,13,12.3,5.9,6.4
01054142,380,195,43,32,11,11.3,8.4,2.9
12069448,2006,983,104,78,26,5.2,3.9,1.3
13076108,17918,9222,1085,827,258,6.1,4.6,1.4
13075110,322,167,21,-1,-1,6.5,nan,nan
01060085,3175,1628,293,189,104,9.2,6,3.3
01061048,79,39,12,5,7,15.2,6.3,8.9
01060009,954,434,88,55,33,9.2,5.8,3.5
01060043,2380,1162,209,134,75,8.8,5.6,3.2
01061082,1107,550,91,56,35,8.2,5.1,3.2
01056006,628,310,64,37,27,10.2,5.9,4.3
03353012,1447,735,160,107,53,11.1,7.4,3.7
01056001,4854,2484,481,298,183,9.9,6.1,3.8
01061010,155,83,15,6,9,9.7,3.9,5.8
01060046,1209,600,84,50,34,6.9,4.1,2.8
03355041,1904,956,144,101,43,7.6,5.3,2.3
03353030,4787,2421,491,351,140,10.3,7.3,2.9
03353037,957,502,83,49,34,8.7,5.1,3.6
03355023,691,356,49,34,15,7.1,4.9,2.2
03459013,12637,6356,1460,929,531,11.6,7.4,4.2
03356004,1326,643,138,105,33,10.4,7.9,2.5
03455014,8879,4527,783,559,224,8.8,6.3,2.5
03452022,2017,976,194,152,42,9.6,7.5,2.1
01054116,1321,662,118,84,34,8.9,6.4,2.6
01054070,926,453,101,74,27,10.9,8,2.9
01054011,570,268,63,45,18,11.1,7.9,3.2
01054118,921,444,89,70,19,9.7,7.6,2.1
01054003,517,246,64,49,15,12.4,9.5,2.9
01054092,388,189,48,37,11,12.4,9.5,2.8
01054090,51,25,5,-1,-1,9.8,nan,nan
01054152,1033,517,145,90,55,14,8.7,5.3
01054072,226,112,33,22,11,14.6,9.7,4.9
01054079,657,319,93,61,32,14.2,9.3,4.9
01054146,186,92,22,15,7,11.8,8.1,3.8
01054037,334,169,41,29,12,12.3,8.7,3.6
01054045,455,232,49,35,14,10.8,7.7,3.1
01054002,526,265,83,57,26,15.8,10.8,4.9
01054128,973,489,102,73,29,10.5,7.5,3
01054019,5224,2676,547,388,159,10.5,7.4,3
01054006,561,268,71,48,23,12.7,8.6,4.1
01060008,613,331,61,44,17,10,7.2,2.8
01060030,577,284,54,35,19,9.4,6.1,3.3
01060022,390,189,41,24,17,10.5,6.2,4.4
01056013,4106,2055,387,245,142,9.4,6,3.5
01053129,12550,6477,982,621,361,7.8,4.9,2.9
01062016,2537,1262,238,159,79,9.4,6.3,3.1
01056024,2849,1399,285,172,113,10,6,4
03357044,5765,2910,596,385,211,10.3,6.7,3.7
01056036,4193,2125,395,247,148,9.4,5.9,3.5
01062060,27048,13730,2198,1419,779,8.1,5.2,2.9
01060041,417,199,53,29,24,12.7,7,5.8
01060076,1973,959,173,110,63,8.8,5.6,3.2
01053072,1270,627,108,66,42,8.5,5.2,3.3
01053102,55,22,5,-1,-1,9.1,nan,nan
01053101,281,138,25,15,10,8.9,5.3,3.6
01053079,850,423,93,53,40,10.9,6.2,4.7
01053025,556,293,58,37,21,10.4,6.7,3.8
01053068,598,314,59,34,25,9.9,5.7,4.2
01053022,372,179,39,25,14,10.5,6.7,3.8
03355017,1981,982,178,106,72,9,5.4,3.6
03355042,1471,720,117,73,44,8,5,3
03355004,6867,3515,632,395,237,9.2,5.8,3.5
03355007,1911,932,158,103,55,8.3,5.4,2.9
03353033,4318,2114,352,234,118,8.2,5.4,2.7
03452016,753,391,80,53,27,10.6,7,3.6
08225109,11506,5655,1164,763,401,10.1,6.6,3.5
03457003,711,329,80,63,17,11.3,8.9,2.4
08116063,1886,965,194,117,77,10.3,6.2,4.1
12067205,501,229,23,16,7,4.6,3.2,1.4
03452003,2700,1363,244,193,51,9,7.1,1.9
03457002,5473,2853,630,276,354,11.5,5,6.5
01053103,810,410,66,41,25,8.1,5.1,3.1
01051027,873,424,101,71,30,11.6,8.1,3.4
03352008,884,449,91,64,27,10.3,7.2,3.1
01053128,211,106,20,15,5,9.5,7.1,2.4
01062087,1434,726,134,94,40,9.3,6.6,2.8
01060019,6035,3083,511,313,198,8.5,5.2,3.3
03353006,1156,563,116,80,36,10,6.9,3.1
01060071,276,142,33,23,10,12,8.3,3.6
01061035,727,376,70,48,22,9.6,6.6,3
01060015,344,168,28,17,11,8.1,4.9,3.2
01060074,253,124,32,22,10,12.6,8.7,4
01061087,604,281,51,31,20,8.4,5.1,3.3
01061058,184,90,19,16,3,10.3,8.7,1.6
01056002,10184,5189,947,636,311,9.3,6.2,3.1
01062045,3347,1790,310,191,119,9.3,5.7,3.6
01060003,393,193,35,24,11,8.9,6.1,2.8
01061033,132,60,16,6,10,12.1,4.5,7.6
